Pedido;SKU;DataSolicitacao;DataExpedicao;Qtd;Status;Transportadora;Episodio;Destino
35930;EPI0393;03/01/2025;04/01/2025;6;Faturado;CargasRápidas;Devolução por Troca;Curitiba-052
35931;EPI0292;05/05/2025;05/05/2025;11;Faturado;CargasRápidas;Recebimento Normal;BH-094
35932;EPI0262;19/06/2023;19/06/2023;45;Aguardando;CargasRápidas;Falta de Estoque;Curitiba-048
35933;EPI0074;28/06/2025;01/07/2025;29;Faturado;CargasRápidas;Pedido Parcial;Brasília-091
35934;EPI0467;26/02/2023;27/02/2023;30;Faturado;CargasRápidas;Pedido Parcial;Brasília-033
35935;EPI0138;30/06/2024;30/06/2024;26;Faturado;TransBrasil;Divergência de Validade;São Paulo-006
35936;EPI0368;27/01/2025;28/01/2025;15;Faturado;VelozLog;Pedido Parcial;Rio-064
35937;EPI0269;14/01/2023;16/01/2023;37;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;Brasília-071
35938;EPI0450;22/12/2023;24/12/2023;38;Faturado;TransBrasil;Divergência de Quantidade;Rio-083
35939;EPI0438;22/03/2024;23/03/2024;19;Faturado;VelozLog;Divergência de Quantidade;São Paulo-077
35940;EPI0437;03/03/2025;05/03/2025;13;Faturado;LogiExpress;Recebimento Parcial;Rio-047
35941;EPI0332;21/05/2025;24/05/2025;3;Faturado;LogiExpress;Embalagem com Lacre;São Paulo-082
35942;EPI0306;26/07/2023;28/07/2023;29;Faturado;LogiExpress;Embalagem com Etiqueta de Transporte;Rio-040
35943;EPI0339;26/05/2025;28/05/2025;10;Faturado;TransBrasil;Inventário com Divergência;BH-093
35944;EPI0145;04/07/2023;06/07/2023;15;Faturado;CargasRápidas;Devolução por Troca;BH-073
35945;EPI0213;20/08/2024;22/08/2024;30;Aguardando;LogiExpress;Produto Substituído;Curitiba-032
35946;EPI0162;15/03/2024;15/03/2024;13;Faturado;TransBrasil;Etiqueta Faltando;São Paulo-048
35947;EPI0434;15/09/2024;18/09/2024;18;Faturado;TransBrasil;Produto Próximo ao Vencimento;Brasília-084
35948;EPI0142;23/04/2024;26/04/2024;28;Faturado;CargasRápidas;Devolução por Troca;BH-052
35949;EPI0116;21/07/2023;23/07/2023;31;Aguardando;VelozLog;Devolução por Avaria;Brasília-062
35950;EPI0014;28/05/2023;29/05/2023;49;Faturado;TransBrasil;Recebimento Parcial;BH-096
35951;EPI0242;18/02/2024;20/02/2024;20;Faturado;CargasRápidas;Divergência de Validade;Curitiba-020
35952;EPI0321;22/12/2023;23/12/2023;40;Faturado;LogiExpress;Divergência de Quantidade;Rio-032
35953;EPI0361;03/04/2025;06/04/2025;22;Faturado;VelozLog;Recebimento Normal;Curitiba-091
35954;EPI0226;17/01/2024;17/01/2024;38;Faturado;LogiExpress;Divergência de Quantidade;São Paulo-031
35955;EPI0285;10/05/2025;13/05/2025;30;Faturado;LogiExpress;Endereçamento Automático;Curitiba-001
35956;EPI0390;29/01/2023;31/01/2023;33;Faturado;VelozLog;Devolução por Troca;BH-005
35957;EPI0376;07/08/2023;08/08/2023;50;Faturado;TransBrasil;Inventário Cíclico;Rio-058
35958;EPI0222;04/01/2025;06/01/2025;90;Faturado;LogiExpress;Endereçamento Automático;Rio-017
35959;EPI0162;27/12/2024;28/12/2024;8;Cancelado;TransBrasil;Divergência de Validade;BH-094
35960;EPI0436;25/07/2024;25/07/2024;57;Faturado;CargasRápidas;Devolução por Troca;BH-083
35961;EPI0228;28/11/2023;01/12/2023;28;Faturado;TransBrasil;Inventário com Divergência;Rio-060
35962;EPI0470;05/05/2025;06/05/2025;44;Faturado;LogiExpress;Falta de Estoque;Curitiba-059
35963;EPI0163;10/08/2023;12/08/2023;3;Faturado;VelozLog;Embalagem com Lacre;BH-058
35964;EPI0265;12/01/2024;13/01/2024;23;Faturado;VelozLog;Embalagem com Etiqueta de Transporte;Brasília-097
35965;EPI0153;22/08/2024;24/08/2024;33;Faturado;VelozLog;Divergência de Validade;BH-060
35966;EPI0256;16/08/2024;16/08/2024;28;Faturado;LogiExpress;Embalagem com Etiqueta de Transporte;Rio-034
35967;EPI0162;31/10/2023;01/11/2023;38;Faturado;CargasRápidas;Embalagem com Lacre;BH-011
35968;EPI0300;03/04/2023;03/04/2023;36;Faturado;CargasRápidas;Inventário Cíclico;Brasília-004
35969;EPI0166;11/02/2023;13/02/2023;24;Cancelado;CargasRápidas;Embalagem com Lacre;São Paulo-009
35970;EPI0011;30/06/2025;03/07/2025;68;Faturado;CargasRápidas;Endereçamento Automático;Brasília-090
35971;EPI0138;26/09/2023;28/09/2023;19;Aguardando;TransBrasil;Recebimento com Avaria;Brasília-054
35972;EPI0279;29/11/2024;01/12/2024;28;Faturado;TransBrasil;Falta de Estoque;Rio-069
35973;EPI0266;13/03/2025;14/03/2025;17;Faturado;LogiExpress;Devolução por Desistência;Brasília-062
35974;EPI0043;06/03/2023;06/03/2023;28;Aguardando;CargasRápidas;Devolução por Troca;Rio-074
35975;EPI0002;01/09/2024;02/09/2024;14;Faturado;TransBrasil;Inventário com Divergência;São Paulo-033
35976;EPI0274;28/04/2025;30/04/2025;12;Faturado;LogiExpress;Devolução por Avaria;Rio-077
35977;EPI0120;04/01/2024;05/01/2024;61;Faturado;LogiExpress;Pedido Parcial;São Paulo-013
35978;EPI0265;16/06/2024;16/06/2024;6;Faturado;CargasRápidas;Separação Manual;Curitiba-057
35979;EPI0251;24/02/2024;27/02/2024;18;Faturado;CargasRápidas;Divergência de Quantidade;Curitiba-059
35980;EPI0438;01/12/2023;02/12/2023;103;Faturado;LogiExpress;Pedido Urgente;Curitiba-066
35981;EPI0472;23/06/2023;25/06/2023;35;Faturado;VelozLog;Devolução por Troca;São Paulo-093
35982;EPI0009;29/05/2025;01/06/2025;56;Faturado;LogiExpress;Inventário Cíclico;Curitiba-043
35983;EPI0388;09/04/2025;11/04/2025;21;Faturado;CargasRápidas;Inventário com Divergência;Brasília-056
35984;EPI0374;12/05/2023;15/05/2023;28;Faturado;LogiExpress;Pedido Urgente;BH-044
35985;EPI0411;18/08/2024;21/08/2024;16;Parcial;TransBrasil;Devolução por Troca;Brasília-029
35986;EPI0321;21/02/2025;24/02/2025;17;Faturado;CargasRápidas;Produto Próximo ao Vencimento;São Paulo-094
35987;EPI0268;04/05/2025;06/05/2025;43;Faturado;LogiExpress;Pedido Urgente;Rio-011
35988;EPI0062;04/05/2024;04/05/2024;76;Faturado;TransBrasil;Endereçamento Automático;São Paulo-061
35989;EPI0267;07/03/2024;07/03/2024;10;Faturado;TransBrasil;Entrada em Quarentena;Curitiba-051
35990;EPI0073;11/02/2025;11/02/2025;17;Faturado;LogiExpress;Entrada em Quarentena;Curitiba-062
35991;EPI0470;19/10/2024;21/10/2024;21;Faturado;LogiExpress;Produto Vencido;Rio-074
35992;EPI0164;14/01/2023;14/01/2023;57;Faturado;CargasRápidas;Falta de Estoque;Brasília-010
35993;EPI0331;04/02/2025;07/02/2025;60;Faturado;TransBrasil;Recebimento Normal;Curitiba-033
35994;EPI0424;18/11/2023;18/11/2023;55;Faturado;CargasRápidas;Entrada em Quarentena;São Paulo-043
35995;EPI0315;06/09/2023;08/09/2023;9;Faturado;LogiExpress;Etiqueta Faltando;Curitiba-002
35996;EPI0430;16/11/2024;19/11/2024;12;Faturado;TransBrasil;Inventário com Divergência;Rio-037
35997;EPI0420;06/11/2024;09/11/2024;19;Faturado;LogiExpress;Embalagem com Etiqueta de Transporte;Rio-068
35998;EPI0118;05/05/2023;07/05/2023;58;Faturado;TransBrasil;Separação Manual;Curitiba-038
35999;EPI0459;30/04/2023;02/05/2023;40;Faturado;VelozLog;Recebimento com Avaria;BH-047
36000;EPI0166;04/09/2024;04/09/2024;15;Faturado;LogiExpress;Recebimento com Avaria;São Paulo-073
36001;EPI0164;01/09/2023;01/09/2023;36;Faturado;TransBrasil;Falta de Estoque;Curitiba-049
36002;EPI0150;06/12/2023;06/12/2023;26;Cancelado;CargasRápidas;Devolução por Troca;São Paulo-048
36003;EPI0348;11/02/2023;14/02/2023;2;Faturado;VelozLog;Embalagem com Etiqueta de Transporte;Curitiba-032
36004;EPI0359;16/11/2024;18/11/2024;51;Faturado;TransBrasil;Produto Próximo ao Vencimento;São Paulo-033
36005;EPI0384;04/03/2023;05/03/2023;6;Faturado;VelozLog;Entrada em Quarentena;Curitiba-011
36006;EPI0169;24/11/2023;27/11/2023;71;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;São Paulo-071
36007;EPI0294;05/06/2024;08/06/2024;26;Faturado;VelozLog;Inventário com Divergência;Brasília-072
36008;EPI0483;05/12/2024;07/12/2024;87;Faturado;CargasRápidas;Recebimento Parcial;BH-028
36009;EPI0360;30/07/2024;30/07/2024;24;Faturado;LogiExpress;Produto Vencido;Rio-059
36010;EPI0478;27/04/2023;27/04/2023;17;Faturado;LogiExpress;Separação com Erro de SKU;Brasília-029
36011;EPI0131;02/11/2024;03/11/2024;11;Faturado;LogiExpress;Devolução por Avaria;Brasília-017
36012;EPI0417;22/02/2024;25/02/2024;10;Faturado;VelozLog;Recebimento Normal;BH-015
36013;EPI0349;23/06/2023;23/06/2023;16;Faturado;TransBrasil;Recebimento Normal;São Paulo-060
36014;EPI0461;19/04/2025;19/04/2025;34;Cancelado;VelozLog;Produto Próximo ao Vencimento;Brasília-081
36015;EPI0494;25/10/2023;25/10/2023;18;Faturado;CargasRápidas;Divergência de Validade;BH-089
36016;EPI0500;03/12/2023;03/12/2023;11;Parcial;VelozLog;Inventário com Divergência;Curitiba-065
36017;EPI0126;08/03/2023;08/03/2023;33;Faturado;VelozLog;Recebimento Normal;Brasília-017
36018;EPI0283;26/10/2023;29/10/2023;31;Faturado;CargasRápidas;Devolução por Troca;BH-080
36019;EPI0163;27/11/2024;29/11/2024;85;Faturado;VelozLog;Falta de Estoque;BH-019
36020;EPI0133;02/09/2023;05/09/2023;13;Faturado;VelozLog;Embalagem com Etiqueta de Transporte;Rio-028
36021;EPI0388;05/11/2024;06/11/2024;17;Faturado;CargasRápidas;Entrada em Quarentena;BH-061
36022;EPI0449;12/08/2023;12/08/2023;36;Faturado;CargasRápidas;Inventário Cíclico;BH-043
36023;EPI0387;11/07/2023;11/07/2023;6;Faturado;VelozLog;Embalagem com Etiqueta de Transporte;BH-093
36024;EPI0488;01/12/2023;03/12/2023;104;Parcial;LogiExpress;Pedido Parcial;Curitiba-082
36025;EPI0253;20/07/2024;23/07/2024;62;Faturado;TransBrasil;Pedido Urgente;São Paulo-099
36026;EPI0104;02/08/2023;02/08/2023;65;Faturado;VelozLog;Embalagem com Etiqueta de Transporte;Brasília-043
36027;EPI0343;11/04/2023;13/04/2023;12;Faturado;CargasRápidas;Separação com Erro de SKU;Brasília-042
36028;EPI0421;31/08/2023;31/08/2023;28;Faturado;CargasRápidas;Divergência de Quantidade;Curitiba-090
36029;EPI0080;23/05/2024;23/05/2024;34;Faturado;VelozLog;Endereçamento Manual;BH-040
36030;EPI0022;07/06/2023;10/06/2023;39;Faturado;LogiExpress;Endereçamento Automático;BH-053
36031;EPI0084;01/12/2024;04/12/2024;37;Faturado;TransBrasil;Etiqueta Faltando;Brasília-015
36032;EPI0332;15/07/2025;16/07/2025;23;Faturado;CargasRápidas;Devolução por Avaria;Rio-068
36033;EPI0393;08/10/2023;09/10/2023;43;Faturado;VelozLog;Separação com Erro de SKU;Curitiba-025
36034;EPI0179;06/12/2023;07/12/2023;41;Faturado;CargasRápidas;Recebimento Normal;BH-021
36035;EPI0064;04/06/2023;06/06/2023;45;Faturado;LogiExpress;Pedido Parcial;Curitiba-094
36036;EPI0330;06/02/2025;06/02/2025;30;Faturado;LogiExpress;Devolução por Troca;BH-062
36037;EPI0099;12/09/2023;12/09/2023;37;Faturado;CargasRápidas;Etiqueta Faltando;BH-065
36038;EPI0344;27/03/2023;30/03/2023;20;Faturado;LogiExpress;Pedido Cancelado;Brasília-034
36039;EPI0156;26/07/2023;27/07/2023;16;Aguardando;TransBrasil;Etiqueta Faltando;São Paulo-030
36040;EPI0482;15/12/2023;15/12/2023;37;Faturado;CargasRápidas;Divergência de Quantidade;Rio-059
36041;EPI0357;15/04/2024;16/04/2024;22;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;Curitiba-076
36042;EPI0032;10/07/2025;10/07/2025;29;Faturado;CargasRápidas;Recebimento Normal;São Paulo-090
36043;EPI0319;26/05/2024;28/05/2024;44;Faturado;VelozLog;Separação Manual;Brasília-055
36044;EPI0343;18/03/2025;21/03/2025;58;Faturado;CargasRápidas;Inventário Cíclico;Rio-075
36045;EPI0332;06/08/2023;06/08/2023;63;Aguardando;VelozLog;Produto Próximo ao Vencimento;BH-075
36046;EPI0225;06/09/2023;06/09/2023;15;Faturado;VelozLog;Recebimento Normal;Brasília-006
36047;EPI0289;04/08/2024;07/08/2024;58;Faturado;CargasRápidas;Recebimento Parcial;São Paulo-062
36048;EPI0470;23/08/2023;25/08/2023;44;Faturado;LogiExpress;Produto Vencido;BH-075
36049;EPI0425;25/08/2023;27/08/2023;39;Faturado;LogiExpress;Falta de Estoque;Rio-050
36050;EPI0279;04/10/2024;04/10/2024;20;Faturado;CargasRápidas;Endereçamento Manual;Brasília-044
36051;EPI0332;01/02/2024;01/02/2024;22;Faturado;LogiExpress;Divergência de Validade;Brasília-004
36052;EPI0413;18/03/2023;19/03/2023;60;Faturado;TransBrasil;Pedido Cancelado;Curitiba-021
36053;EPI0135;13/10/2023;14/10/2023;4;Faturado;LogiExpress;Falta de Estoque;Brasília-034
36054;EPI0277;19/11/2024;21/11/2024;30;Faturado;TransBrasil;Separação com Erro de SKU;Curitiba-002
36055;EPI0082;28/01/2023;31/01/2023;58;Faturado;LogiExpress;Divergência de Validade;São Paulo-049
36056;EPI0005;16/09/2024;19/09/2024;68;Faturado;VelozLog;Pedido Cancelado;BH-087
36057;EPI0358;05/07/2023;08/07/2023;60;Aguardando;LogiExpress;Pedido Cancelado;Rio-062
36058;EPI0231;10/01/2023;12/01/2023;28;Aguardando;TransBrasil;Produto Vencido;Brasília-019
36059;EPI0166;09/06/2024;11/06/2024;32;Faturado;LogiExpress;Recebimento Parcial;Curitiba-060
36060;EPI0212;18/02/2024;19/02/2024;59;Aguardando;TransBrasil;Endereçamento Manual;Brasília-013
36061;EPI0058;12/06/2025;15/06/2025;42;Faturado;VelozLog;Separação com Erro de SKU;Rio-013
36062;EPI0245;22/11/2023;24/11/2023;29;Faturado;TransBrasil;Divergência de Quantidade;Curitiba-013
36063;EPI0232;08/04/2023;10/04/2023;1;Faturado;VelozLog;Recebimento Normal;Curitiba-020
36064;EPI0040;06/10/2023;07/10/2023;42;Faturado;VelozLog;Endereçamento Automático;Rio-017
36065;EPI0289;18/12/2024;20/12/2024;10;Faturado;VelozLog;Endereçamento Manual;São Paulo-092
36066;EPI0485;05/09/2023;06/09/2023;27;Faturado;TransBrasil;Falta de Estoque;Brasília-008
36067;EPI0217;25/11/2024;27/11/2024;67;Faturado;CargasRápidas;Divergência de Quantidade;Brasília-097
36068;EPI0052;23/03/2024;26/03/2024;28;Faturado;CargasRápidas;Produto Vencido;Rio-005
36069;EPI0344;23/09/2023;23/09/2023;4;Faturado;CargasRápidas;Produto Vencido;Curitiba-055
36070;EPI0496;24/04/2023;25/04/2023;46;Faturado;VelozLog;Recebimento Normal;Rio-079
36071;EPI0195;14/08/2024;17/08/2024;25;Aguardando;LogiExpress;Inventário Cíclico;Curitiba-007
36072;EPI0219;19/04/2023;22/04/2023;50;Faturado;CargasRápidas;Embalagem com Lacre;Curitiba-046
36073;EPI0360;10/12/2023;10/12/2023;17;Faturado;VelozLog;Pedido Cancelado;Rio-046
36074;EPI0362;30/07/2023;30/07/2023;12;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;Rio-037
36075;EPI0481;26/02/2025;28/02/2025;28;Faturado;LogiExpress;Falta de Estoque;São Paulo-092
36076;EPI0118;15/02/2023;16/02/2023;18;Faturado;TransBrasil;Devolução por Desistência;São Paulo-087
36077;EPI0464;20/01/2025;22/01/2025;21;Faturado;CargasRápidas;Pedido Urgente;São Paulo-075
36078;EPI0271;07/06/2025;07/06/2025;13;Faturado;CargasRápidas;Recebimento Parcial;Brasília-085
36079;EPI0103;26/04/2024;26/04/2024;61;Faturado;LogiExpress;Embalagem com Lacre;BH-092
36080;EPI0360;14/06/2024;15/06/2024;27;Faturado;LogiExpress;Falta de Estoque;São Paulo-075
36081;EPI0143;24/02/2023;25/02/2023;8;Faturado;LogiExpress;Pedido Urgente;São Paulo-006
36082;EPI0123;04/07/2025;04/07/2025;53;Faturado;VelozLog;Produto Vencido;Rio-093
36083;EPI0449;31/08/2024;01/09/2024;34;Aguardando;LogiExpress;Produto Próximo ao Vencimento;BH-081
36084;EPI0078;05/03/2023;05/03/2023;47;Faturado;LogiExpress;Etiqueta Faltando;São Paulo-045
36085;EPI0054;14/07/2023;17/07/2023;42;Faturado;VelozLog;Falta de Estoque;Rio-077
36086;EPI0267;23/02/2023;25/02/2023;20;Faturado;LogiExpress;Pedido Cancelado;BH-069
36087;EPI0288;09/06/2023;12/06/2023;23;Faturado;CargasRápidas;Recebimento Normal;Curitiba-075
36088;EPI0225;09/10/2024;11/10/2024;28;Faturado;TransBrasil;Devolução por Avaria;Brasília-034
36089;EPI0060;15/04/2024;16/04/2024;7;Faturado;LogiExpress;Embalagem com Etiqueta de Transporte;BH-016
36090;EPI0348;03/06/2023;06/06/2023;7;Faturado;TransBrasil;Inventário Cíclico;Rio-098
36091;EPI0313;26/10/2024;26/10/2024;39;Faturado;TransBrasil;Pedido Urgente;BH-044
36092;EPI0014;05/05/2023;05/05/2023;40;Aguardando;VelozLog;Produto Substituído;BH-096
36093;EPI0245;10/07/2025;12/07/2025;41;Faturado;TransBrasil;Pedido Urgente;BH-068
36094;EPI0161;16/01/2025;18/01/2025;73;Faturado;VelozLog;Embalagem com Lacre;Brasília-071
36095;EPI0170;17/07/2023;17/07/2023;53;Faturado;TransBrasil;Devolução por Troca;São Paulo-043
36096;EPI0168;16/11/2024;16/11/2024;11;Faturado;CargasRápidas;Entrada em Quarentena;BH-017
36097;EPI0252;25/06/2023;26/06/2023;21;Faturado;TransBrasil;Pedido Urgente;BH-038
36098;EPI0185;03/03/2023;06/03/2023;40;Faturado;VelozLog;Embalagem com Lacre;Curitiba-065
36099;EPI0364;08/01/2024;09/01/2024;39;Aguardando;LogiExpress;Produto Próximo ao Vencimento;Rio-094
36100;EPI0144;20/05/2025;23/05/2025;53;Aguardando;TransBrasil;Divergência de Quantidade;Curitiba-056
36101;EPI0495;11/04/2024;14/04/2024;54;Faturado;LogiExpress;Produto Vencido;Brasília-099
36102;EPI0228;29/09/2024;29/09/2024;14;Aguardando;LogiExpress;Recebimento Parcial;Rio-042
36103;EPI0259;02/05/2024;05/05/2024;50;Faturado;VelozLog;Recebimento Parcial;Curitiba-013
36104;EPI0115;25/07/2024;27/07/2024;21;Faturado;LogiExpress;Separação com Erro de SKU;São Paulo-090
36105;EPI0187;05/01/2023;06/01/2023;21;Faturado;TransBrasil;Recebimento Parcial;BH-080
36106;EPI0477;11/10/2024;14/10/2024;56;Faturado;TransBrasil;Pedido Cancelado;BH-052
36107;EPI0220;11/07/2024;11/07/2024;61;Faturado;VelozLog;Produto Substituído;Curitiba-039
36108;EPI0065;09/02/2023;12/02/2023;20;Faturado;VelozLog;Pedido Parcial;Rio-055
36109;EPI0348;25/06/2025;25/06/2025;43;Aguardando;CargasRápidas;Inventário Cíclico;Brasília-056
36110;EPI0279;29/10/2024;31/10/2024;49;Faturado;TransBrasil;Recebimento Normal;São Paulo-098
36111;EPI0355;25/05/2023;27/05/2023;26;Faturado;LogiExpress;Entrada em Quarentena;BH-097
36112;EPI0053;07/07/2024;10/07/2024;40;Faturado;VelozLog;Entrada em Quarentena;Curitiba-080
36113;EPI0019;11/06/2024;11/06/2024;49;Parcial;VelozLog;Devolução por Avaria;BH-098
36114;EPI0449;20/04/2025;22/04/2025;35;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;BH-048
36115;EPI0055;26/07/2025;27/07/2025;39;Faturado;TransBrasil;Embalagem com Etiqueta de Transporte;Rio-086
36116;EPI0064;03/05/2025;03/05/2025;15;Faturado;VelozLog;Produto Substituído;BH-084
36117;EPI0173;25/01/2025;28/01/2025;24;Faturado;TransBrasil;Pedido Urgente;Rio-001
36118;EPI0136;27/04/2024;30/04/2024;6;Faturado;CargasRápidas;Etiqueta Faltando;Curitiba-064
36119;EPI0010;05/02/2024;06/02/2024;19;Faturado;CargasRápidas;Separação Manual;Curitiba-035
36120;EPI0491;17/10/2023;18/10/2023;8;Faturado;TransBrasil;Etiqueta Faltando;Curitiba-037
36121;EPI0001;24/04/2024;24/04/2024;18;Faturado;CargasRápidas;Endereçamento Manual;BH-078
36122;EPI0467;10/05/2025;10/05/2025;44;Faturado;VelozLog;Embalagem com Etiqueta de Transporte;Curitiba-026
36123;EPI0221;07/02/2023;10/02/2023;21;Faturado;CargasRápidas;Entrada em Quarentena;São Paulo-015
36124;EPI0366;29/01/2023;29/01/2023;108;Faturado;TransBrasil;Produto Vencido;Curitiba-015
36125;EPI0336;03/11/2023;03/11/2023;16;Aguardando;TransBrasil;Pedido Parcial;Rio-026
36126;EPI0402;27/06/2024;29/06/2024;54;Faturado;CargasRápidas;Falta de Estoque;Rio-096
36127;EPI0237;24/08/2023;24/08/2023;14;Faturado;VelozLog;Pedido Urgente;BH-045
36128;EPI0228;07/02/2024;07/02/2024;22;Faturado;LogiExpress;Etiqueta Faltando;São Paulo-054
36129;EPI0092;13/12/2024;14/12/2024;38;Faturado;CargasRápidas;Entrada em Quarentena;São Paulo-096
36130;EPI0007;14/01/2023;16/01/2023;16;Faturado;LogiExpress;Separação com Erro de SKU;Rio-071
36131;EPI0106;02/05/2025;03/05/2025;13;Aguardando;VelozLog;Recebimento Parcial;BH-065
36132;EPI0141;28/04/2025;30/04/2025;22;Faturado;VelozLog;Recebimento Parcial;Brasília-027
36133;EPI0382;15/05/2025;17/05/2025;53;Faturado;CargasRápidas;Inventário com Divergência;Rio-027
36134;EPI0202;19/02/2025;19/02/2025;56;Faturado;TransBrasil;Embalagem com Lacre;Brasília-072
36135;EPI0388;13/02/2025;14/02/2025;24;Faturado;TransBrasil;Etiqueta Faltando;Rio-076
36136;EPI0057;10/02/2024;13/02/2024;64;Faturado;VelozLog;Falta de Estoque;São Paulo-053
36137;EPI0364;04/07/2025;06/07/2025;53;Faturado;LogiExpress;Divergência de Validade;Curitiba-026
36138;EPI0418;10/06/2024;13/06/2024;36;Aguardando;CargasRápidas;Devolução por Desistência;Brasília-023
36139;EPI0020;24/05/2023;24/05/2023;23;Faturado;VelozLog;Etiqueta Faltando;Curitiba-089
36140;EPI0081;12/10/2024;14/10/2024;29;Faturado;CargasRápidas;Devolução por Desistência;BH-098
36141;EPI0121;30/01/2024;02/02/2024;45;Faturado;LogiExpress;Separação Manual;BH-050
36142;EPI0030;03/03/2024;04/03/2024;39;Parcial;VelozLog;Devolução por Avaria;Rio-047
36143;EPI0188;22/06/2023;22/06/2023;33;Faturado;LogiExpress;Inventário Cíclico;Curitiba-080
36144;EPI0139;07/03/2025;10/03/2025;34;Faturado;VelozLog;Pedido Parcial;Rio-037
36145;EPI0430;21/10/2024;22/10/2024;28;Faturado;LogiExpress;Devolução por Desistência;BH-032
36146;EPI0011;17/06/2023;18/06/2023;7;Faturado;LogiExpress;Falta de Estoque;Curitiba-035
36147;EPI0419;09/04/2023;11/04/2023;56;Aguardando;TransBrasil;Etiqueta Faltando;Brasília-096
36148;EPI0076;02/08/2024;05/08/2024;80;Faturado;CargasRápidas;Produto Substituído;Rio-092
36149;EPI0346;28/02/2024;01/03/2024;25;Faturado;VelozLog;Devolução por Desistência;BH-051
36150;EPI0265;21/05/2023;24/05/2023;19;Faturado;CargasRápidas;Embalagem com Etiqueta de Transporte;BH-098
36151;EPI0326;11/01/2024;14/01/2024;27;Faturado;CargasRápidas;Recebimento com Avaria;São Paulo-048
36152;EPI0494;02/11/2023;03/11/2023;53;Cancelado;TransBrasil;Pedido Parcial;Brasília-073
36153;EPI0033;11/12/2024;13/12/2024;25;Faturado;CargasRápidas;Pedido Urgente;Curitiba-048
36154;EPI0380;28/04/2024;28/04/2024;8;Faturado;CargasRápidas;Etiqueta Faltando;Rio-017
36155;EPI0161;27/06/2025;28/06/2025;6;Faturado;VelozLog;Devolução por Desistência;Brasília-057
36156;EPI0015;12/05/2023;14/05/2023;32;Faturado;VelozLog;Devolução por Troca;Rio-080
36157;EPI0392;29/12/2024;01/01/2025;12;Aguardando;VelozLog;Separação com Erro de SKU;Brasília-016
36158;EPI0304;25/09/2024;26/09/2024;23;Aguardando;CargasRápidas;Falta de Estoque;BH-070
36159;EPI0011;12/06/2024;12/06/2024;31;Faturado;VelozLog;Endereçamento Automático;BH-023
36160;EPI0248;30/10/2023;02/11/2023;34;Faturado;LogiExpress;Recebimento com Avaria;BH-088
36161;EPI0195;27/11/2023;29/11/2023;51;Faturado;VelozLog;Recebimento Normal;São Paulo-077
36162;EPI0008;25/06/2024;28/06/2024;58;Faturado;VelozLog;Divergência de Quantidade;Brasília-023
36163;EPI0386;09/09/2023;09/09/2023;5;Faturado;CargasRápidas;Inventário com Divergência;Rio-038
36164;EPI0458;29/01/2025;31/01/2025;31;Parcial;LogiExpress;Recebimento Parcial;BH-032
36165;EPI0118;22/07/2024;24/07/2024;16;Faturado;TransBrasil;Pedido Cancelado;Curitiba-022
36166;EPI0243;21/01/2023;23/01/2023;70;Faturado;TransBrasil;Devolução por Avaria;Curitiba-026
36167;EPI0200;14/05/2024;15/05/2024;44;Faturado;VelozLog;Entrada em Quarentena;BH-067
36168;EPI0231;16/04/2024;16/04/2024;61;Cancelado;VelozLog;Produto Próximo ao Vencimento;Curitiba-065
36169;EPI0086;05/12/2024;08/12/2024;2;Faturado;CargasRápidas;Separação com Erro de SKU;São Paulo-004
36170;EPI0491;21/06/2024;23/06/2024;29;Faturado;VelozLog;Recebimento Normal;Brasília-058
36171;EPI0019;30/05/2025;31/05/2025;12;Cancelado;CargasRápidas;Separação com Erro de SKU;Rio-056
36172;EPI0086;30/05/2024;31/05/2024;39;Faturado;TransBrasil;Produto Substituído;Brasília-068
36173;EPI0318;13/01/2023;14/01/2023;80;Faturado;VelozLog;Falta de Estoque;Curitiba-072
36174;EPI0299;12/05/2023;13/05/2023;11;Faturado;VelozLog;Recebimento Parcial;São Paulo-052
36175;EPI0074;18/05/2025;21/05/2025;23;Faturado;CargasRápidas;Pedido Urgente;BH-059
36176;EPI0006;20/05/2025;22/05/2025;19;Faturado;CargasRápidas;Divergência de Validade;Curitiba-041
36177;EPI0446;27/11/2023;29/11/2023;33;Faturado;CargasRápidas;Devolução por Troca;Rio-085
36178;EPI0014;13/03/2025;13/03/2025;36;Faturado;VelozLog;Recebimento Parcial;Brasília-096
36179;EPI0180;10/02/2025;10/02/2025;34;Faturado;TransBrasil;Produto Próximo ao Vencimento;São Paulo-092
36180;EPI0453;01/08/2023;04/08/2023;97;Faturado;CargasRápidas;Endereçamento Manual;Rio-096
36181;EPI0244;05/07/2024;07/07/2024;23;Faturado;LogiExpress;Separação com Erro de SKU;Rio-008
36182;EPI0177;30/04/2023;01/05/2023;97;Faturado;LogiExpress;Embalagem com Lacre;Brasília-066
36183;EPI0430;21/02/2023;22/02/2023;53;Faturado;VelozLog;Pedido Urgente;São Paulo-087
36184;EPI0251;13/12/2023;14/12/2023;51;Cancelado;VelozLog;Pedido Urgente;BH-054
36185;EPI0274;30/04/2023;30/04/2023;14;Faturado;VelozLog;Pedido Parcial;Curitiba-027
